"x","ratio_policy","ratio_full","delta","T_used"
"100","7,610287467993E-05","8,190840534479E-05","-5,80553066486E-06","2000"
"101","0,0107991659677","0,01083826980824","-3,91038405400009E-05","2000"
"102","5,445316985558E-05","7,163202802232E-05","-1,717885816674E-05","2000"
"103","0,01058566199239","0,01058445960999","1,20238239999931E-06","2000"
"104","0,0001651674015627","5,594581851741E-05","0,00010922158304529","2000"
"105","9,83117013262E-05","3,46904153327E-05","6,36212859935E-05","2000"
"106","0,0003291335784925","0,0001037795159419","0,0002253540625506","2000"
"107","0,01032038085171","0,01038701955479","-6,66387030799995E-05","2000"
"108","0,0001620098296632","0,0001047442907822","5,7265538881E-05","2000"
"109","0,0105202308924","0,01024765071582","0,00027258017658","2000"
"110","0,0004952334339785","8,689801234458E-05","0,00040833542163392","2000"
"111","8,621855947346E-05","9,955446073485E-05","-1,333590126139E-05","2000"
"112","0,0003540304167246","0,0002083892164326","0,000145641200292","2000"
"113","0,009753686471319","0,009894518065431","-0,000140831594112","2000"
"114","0,000119344246425","9,687630417915E-05","2,246794224585E-05","2000"
"115","2,051019633365E-05","2,241532384376E-05","-1,90512751011E-06","2000"
"116","4,095821715554E-05","1,094447344543E-05","3,001374371011E-05","2000"
"117","7,9587756275E-05","1,851634091754E-05","6,107141535746E-05","2000"
"118","3,779576532967E-05","2,099351111112E-07","3,75858302185588E-05","2000"
"119","8,118540689304E-05","1,261082631799E-05","6,857458057505E-05","2000"
"120","3,369856325313E-05","2,766445632669E-05","6,03410692644E-06","2000"
"121","0,004865062606131","0,004772972152862","9,2090453269E-05","2000"
"122","0,0001445332045811","0,0001024626685585","4,20705360226E-05","2000"
"123","0,00011934835891","7,078428968233E-05","4,856406922767E-05","2000"
"124","0,0003222714776129","5,410282737858E-05","0,00026816865023432","2000"
"125","0,002781451074748","0,003177086044533","-0,000395634969785","2000"
"126","0,0003761530237139","6,566610837272E-06","0,000369586412876628","2000"
"127","0,009108263373049","0,009119808978423","-1,15456053740009E-05","2000"
"128","0,001080050213989","0,001372663468641","-0,000292613254652","2000"
"129","8,160549194626E-05","1,860437805047E-05","6,300111389579E-05","2000"
"130","0,000310698322947","0,0001414762727304","0,0001692220502166","2000"
"131","0,008967868566569","0,008949460932763","1,84076338060005E-05","2000"
"132","0,0003258760957749","0,0001348878036803","0,0001909882920946","2000"
"133","0,0001232569465872","6,804432499892E-05","5,521262158828E-05","2000"
"134","6,367132577371E-05","5,88052218081E-05","4,86610396561E-06","2000"
"135","3,467568005514E-05","5,689481522671E-05","-2,221913517157E-05","2000"
"136","0,0001231269811121","5,101327477527E-06","0,000118025653634573","2000"
"137","0,00879629485547","0,008763395158322","3,28996971480002E-05","2000"
"138","6,084592674364E-05","1,083347014043E-05","5,001245660321E-05","2000"
"139","0,008499327242877","0,008503337221267","-4,00997838999849E-06","2000"
"140","2,597754915955E-05","1,020199175447E-05","1,577555740508E-05","2000"
"141","0,000165216043469","2,607407099836E-05","0,00013914197247064","2000"
"142","1,311669943577E-05","1,596275063333E-06","1,1520424372437E-05","2000"
"143","7,783143843583E-05","2,272119312565E-05","5,511024531018E-05","2000"
"144","2,221664430099E-05","3,334620615205E-05","-1,112956185106E-05","2000"
"145","5,565647884743E-05","4,083923263224E-05","1,481724621519E-05","2000"
"146","4,746138912396E-05","4,811822603866E-05","-6,56836914699999E-07","2000"
"147","0,0001163454008773","4,434756447513E-05","7,199783640217E-05","2000"
"148","0,0001097316554367","2,87669077728E-05","8,09647476639E-05","2000"
"149","0,008266158103088","0,008244618228417","2,15398746710015E-05","2000"
"150","5,168449134394E-05","7,596341660923E-06","4,4088149683017E-05","2000"
"151","0,00814684053693","0,008027164076543","0,000119676460387","2000"
"152","0,0002177626202582","1,33179667528E-05","0,0002044446535054","2000"
"153","0,0001026936822875","9,205976984085E-06","9,3487705303415E-05","2000"
"154","0,0002325504105601","1,670401078591E-05","0,00021584639977419","2000"
"155","0,0003222262278275","1,39912225034E-05","0,0003082350053241","2000"
"156","0,0005112771318891","0,0001257943207315","0,0003854828111576","2000"
"157","0,007794092554313","0,007896688543679","-0,000102595989366","2000"
"158","0,0003086966679886","0,0001467988531365","0,0001618978148521","2000"
"159","0,0001169729639326","6,18809218674E-05","5,50920420652E-05","2000"
"160","3,54723782433E-05","3,337465745266E-05","2,09772079064E-06","2000"
"161","5,517614837066E-05","7,47693434224E-06","4,769921402842E-05","2000"
"162","0,0002741566503797","7,142318145683E-05","0,00020273346892287","2000"
"163","0,007756005557495","0,007754549202392","1,45635510299946E-06","2000"
"164","0,0003723022283166","0,0001691286582731","0,0002031735700435","2000"
"165","4,489210819644E-05","5,833296708811E-06","3,9058811487629E-05","2000"
"166","0,0003097447171216","0,0001383095424317","0,0001714351746899","2000"
"167","0,007468190902309","0,007567303686877","-9,91127845680001E-05","2000"
"168","8,499583451773E-05","0,0001075594190601","-2,256358454237E-05","2000"
"169","0,003772161141103","0,003699268094867","7,28930462359999E-05","2000"
"170","0,0001335861702016","0,0001201606422175","1,34255279841E-05","2000"
"171","5,593775269307E-07","4,959561265021E-05","-4,90362351232793E-05","2000"
"172","0,0002147602541662","0,0001277918555626","8,69683986036E-05","2000"
"173","0,007412802293375","0,007326459501179","8,63427921960003E-05","2000"
"174","0,0001906822326985","6,325393762639E-05","0,00012742829507211","2000"
"175","0,0001592239649777","3,896768727556E-05","0,00012025627770214","2000"
"176","0,0001598145189255","7,375166571556E-05","8,606285320994E-05","2000"
"177","8,061262601213E-05","0,0001050698204748","-2,445719446267E-05","2000"
"178","0,0001359862501782","0,000192920781805","-5,69345316268E-05","2000"
"179","0,0074800213564","0,007146825038502","0,000333196317898","2000"
"180","7,319791749099E-05","8,59880877113E-06","6,459910871986E-05","2000"
"181","0,006862677375728","0,007203548752912","-0,000340871377184","2000"
"182","3,742827174247E-05","0,0001342932127685","-9,686494102603E-05","2000"
"183","2,213769602843E-05","1,22103431406E-05","9,92735288783E-06","2000"
"184","8,856378697059E-05","6,527210432175E-05","2,329168264884E-05","2000"
"185","2,375177061041E-05","4,304549843466E-05","-1,929372782425E-05","2000"
"186","0,0001337929903009","1,433769447864E-05","0,00011945529582226","2000"
"187","3,053356020165E-05","2,618247589181E-05","4,35108430984E-06","2000"
"188","0,0001736451214828","1,252613896923E-05","0,00016111898251357","2000"
"189","0,0002034980262678","1,412079485007E-05","0,00018937723141773","2000"
"190","0,000167640055268","4,239860676707E-05","0,00012524144850093","2000"
"191","0,006849855410906","0,006963203902091","-0,000113348491185","2000"
"192","4,554094375797E-05","5,635240824115E-05","-1,081146448318E-05","2000"
"193","0,006882376681142","0,006854148650241","2,82280309010004E-05","2000"
"194","0,0003468178393391","5,332209023355E-05","0,00029349574910555","2000"
"195","7,076931068836E-06","0,0001251971611247","-0,000118120230055864","2000"
"196","0,0003884022558773","0,0002684005578799","0,0001200016979974","2000"
"197","0,006606964525355","0,006609137000861","-2,17247550599996E-06","2000"
"198","3,50854675553E-05","4,260533728996E-05","-7,51986973466E-06","2000"
"199","0,006775830784524","0,006747105848328","2,8724936196E-05","2000"
"200","0,00036701698733","0,0001966905790864","0,0001703264082436","2000"
"201","6,847946174037E-05","9,663717002635E-05","-2,815770828598E-05","2000"
"202","3,992885161299E-05","4,819220810092E-05","-8,26335648793E-06","2000"
"203","8,277494690883E-05","5,782308204059E-06","7,6992638704771E-05","2000"
"204","9,632363525174E-05","3,498119769974E-05","6,1342437552E-05","2000"
"205","9,862623936932E-05","6,228279187136E-05","3,634344749796E-05","2000"
"206","0,0001004028444312","5,456020998533E-05","4,584263444587E-05","2000"
"207","0,0001092825288032","1,271890465825E-06","0,000108010638337375","2000"
"208","0,0001342210235532","7,891101907845E-05","5,531000447475E-05","2000"
"209","0,0001967638922425","9,778637767955E-05","9,897751456295E-05","2000"
"210","0,000399026954062","5,01824393964E-05","0,0003488445146656","2000"
"211","0,006466341706726","0,006396668640008","6,96730667180002E-05","2000"
"212","0,0004641736574043","2,611355182517E-05","0,00043806010557913","2000"
"213","0,0002596586321724","4,51607085476E-05","0,0002144979236248","2000"
"214","0,0001927408943674","2,4869567158E-05","0,0001678713272094","2000"
"215","0,0001604051543125","6,031229383025E-06","0,000154373924929475","2000"
"216","0,000140326274378","3,590089609838E-05","0,00010442537827962","2000"
"217","0,0001234281383562","2,079876054832E-05","0,00010262937780788","2000"
"218","0,0001034400941681","3,53050759558E-05","6,81350182123E-05","2000"
"219","7,347590177577E-05","7,212450632823E-05","1,35139544754E-06","2000"
"220","2,276094794275E-05","5,409250161142E-05","-3,133155366867E-05","2000"
"221","7,321321615136E-05","2,064434564944E-05","5,256887050192E-05","2000"
"222","0,0003173504981524","0,0001722020977038","0,0001451484004486","2000"
"223","0,006224030790361","0,00613851115866","8,55196317009997E-05","2000"
"224","0,0003504046085889","7,123389100512E-05","0,00027917071758378","2000"
"225","1,131167580903E-05","7,245678896348E-05","-6,114511315445E-05","2000"
"226","0,0003428352478587","0,0002096590124933","0,0001331762353654","2000"
"227","0,006026018088415","0,006041844501989","-1,58264135739997E-05","2000"
"228","3,728210149346E-05","5,859651077736E-06","3,1422450415724E-05","2000"
"229","0,006239837930559","0,006165578446562","7,42594839970006E-05","2000"
"230","0,0003818985969034","0,0002103277708746","0,0001715708260288","2000"
"231","1,793698942899E-05","6,422942878739E-05","-4,62924393584E-05","2000"
"232","0,0004212918715236","8,833110072097E-05","0,00033296077080263","2000"
"233","0,005830908159544","0,006033848573707","-0,000202940414163","2000"
"235","2,574160467859E-05","1,161590205333E-05","1,412570262526E-05","2000"
"236","3,357592043993E-05","2,836543140837E-05","5,21048903156E-06","2000"
"237","0,0001179381392061","2,7906783012E-05","9,00313561941E-05","2000"
"238","2,869135862208E-05","6,987658731988E-05","-4,11852286978E-05","2000"
"239","0,006075005228073","0,005988256691392","8,67485366810002E-05","2000"
"240","3,917288047635E-05","7,298686190861E-05","-3,381398143226E-05","2000"
"241","0,005734848220631","0,005850382688817","-0,000115534468186","2000"
"242","5,177585476657E-05","3,921303102662E-05","1,256282373995E-05","2000"
"243","0,001014676585747","0,001064422679395","-4,97460936480002E-05","2000"
"244","1,0457452068E-05","4,038964671356E-06","6,418487396644E-06","2000"
"246","3,283418786051E-05","9,522172345867E-06","2,3312015514643E-05","2000"
"247","6,964540599812E-05","4,402649264741E-05","2,561891335071E-05","2000"
"248","4,283885257709E-05","2,41428741672E-05","1,869597840989E-05","2000"
"249","0,0001864988746806","7,357802233118E-05","0,00011292085234942","2000"
"250","2,026016660925E-06","5,808460405681E-05","-5,6058587395885E-05","2000"
"251","0,005759353802209","0,005720037287088","3,93165151209999E-05","2000"
"252","6,952771529231E-06","8,877969559971E-05","-8,1826924070479E-05","2000"
"254","6,962220062377E-05","4,926812998922E-05","2,035407063455E-05","2000"
"255","0,0002771231364756","5,236433014708E-05","0,00022475880632852","2000"
"256","0,0006145925523746","0,0006005151865201","1,40773658545001E-05","2000"
"257","0,005624836177125","0,005712142751997","-8,73065748720004E-05","2000"
"258","6,112172991644E-05","0,0002227798035985","-0,00016165807368206","2000"
"260","2,49263385611E-05","2,542302534655E-05","-4,96686785449999E-07","2000"
"261","0,0002581600409724","0,0001063971621896","0,0001517628787828","2000"
"262","2,466400786902E-05","0,0002303958401441","-0,00020573183227508","2000"
"263","0,005561559772286","0,005470467742132","9,1092030154E-05","2000"
"264","4,021286790621E-05","0,0001114289885131","-7,121612060689E-05","2000"
"266","3,210017383708E-05","3,372918438716E-05","-1,62901055008E-06","2000"
"267","0,0002887790619632","7,84114283151E-05","0,0002103676336481","2000"
"268","5,142543572922E-05","0,0001834273599072","-0,00013200192417798","2000"
"269","0,005558538141157","0,005421124792986","0,000137413348171","2000"
"271","0,005196265164679","0,005567033988213","-0,000370768823534","2000"
"272","0,000176856010781","0,0002738903714721","-9,70343606911E-05","2000"
"273","2,509738307157E-05","0,0001275577667191","-0,00010246038364753","2000"
"274","3,709283768495E-05","2,737212696391E-05","9,72071072104E-06","2000"
"276","0,0003586411382272","0,0002218899197571","0,0001367512184701","2000"
"277","0,005427217435784","0,005275129715804","0,00015208771998","2000"
"278","0,0005222014020231","0,0001250947853683","0,0003971066166548","2000"
"279","0,0001254657292583","6,037848116892E-05","6,508724808938E-05","2000"
"281","0,005165469014647","0,00536284263981","-0,000197373625162999","2000"
"282","8,781954775576E-05","1,921040077013E-05","6,860914698563E-05","2000"
"283","0,005247677179158","0,005190052361611","5,76248175469998E-05","2000"
"285","6,28256406252E-06","8,794883345915E-05","-8,166626939663E-05","2000"
"286","6,322108853753E-05","2,438356554049E-05","3,883752299704E-05","2000"
"287","6,482164080033E-05","9,391313905792E-05","-2,909149825759E-05","2000"
"289","0,002679317915419","0,002540963425933","0,000138354489486","2000"
"290","0,0002457107437066","8,825566468952E-07","0,000244828187059705","2000"
"291","5,064116562565E-05","4,646102813191E-05","4,18013749374E-06","2000"
"293","0,005085238400194","0,005174756054275","-8,95176540810002E-05","2000"
"294","0,0003623743063059","3,705924730094E-05","0,00032531505900496","2000"
"295","8,353789797054E-05","0,0001191504625484","-3,561256457786E-05","2000"
"297","1,480994064047E-05","5,015011161319E-05","-3,534017097272E-05","2000"
"298","4,25531431609E-07","6,992314057943E-05","-6,9497609147821E-05","2000"
"299","2,395505057554E-05","1,141850491059E-05","1,253654566495E-05","2000"
"301","6,737566258762E-05","6,220767202151E-05","5,16799056611E-06","3000"
